freq,product,consom,unit,tax,currency,geo\TIME_PERIOD	2007-S1 	2007-S2 	2008-S1 	2008-S2 	2009-S1 	2009-S2 	2010-S1 	2010-S2 	2011-S1 	2011-S2 	2012-S1 	2012-S2 	2013-S1 	2013-S2 	2014-S1 	2014-S2 	2015-S1 	2015-S2 	2016-S1 	2016-S2 	2017-S1 	2017-S2 	2018-S1 	2018-S2 	2019-S1 	2019-S2 	2020-S1 	2020-S2 	2021-S1 	2021-S2 
S,4100,4141901,GJ_GCV,I_TAX,EUR,AT	: 	20.9300 	20.2600 	20.9000 	21.8200 	21.0500 	20.9900 	20.4500 	23.1300 	24.2900 	25.5200 	25.5300 	25.4900 	25.1000 	25.0500 	24.6400 	24.4200 	23.9200 	23.7200 	23.2400 	23.2400 	30.1151 	27.1400 	28.8867 	26.7767 	28.6067 	27.1584 	28.1567 	26.9967 	29.3566 
S,4100,4141901,GJ_GCV,I_TAX,EUR,BA	: 	: 	: 	: 	: 	: 	: 	: 	12.5510 	14.8980 	15.4082 	15.4082 	15.4082 	14.2347 	14.2347 	14.2347 	14.2650 	14.2650 	10.8598 	9.3311 	8.5335 	9.0790 	9.0462 	9.0493 	9.3109 	9.2525 	10.3855 	9.5979 	8.9115 	10.1061 
S,4100,4141901,GJ_GCV,I_TAX,EUR,BE	: 	21.4800 	23.8800 	28.1300 	24.4400 	21.9200 	22.1700 	23.7200 	24.2600 	26.7100 	26.0000 	28.5600 	25.6600 	24.8600 	23.9600 	25.8000 	22.0500 	25.2100 	20.8700 	21.9000 	20.2584 	22.0986 	21.1042 	25.0309 	21.5996 	24.7261 	18.4296 	19.3907 	17.7782 	24.9354 
S,4100,4141901,GJ_GCV,I_TAX,EUR,BG	: 	8.5131 	8.9938 	11.5912 	13.2375 	9.3875 	10.0931 	11.7305 	11.8622 	12.8081 	13.7693 	15.4003 	13.8102 	15.3185 	13.4063 	14.3522 	13.6722 	11.9951 	10.8191 	9.3466 	9.6585 	11.3184 	10.9091 	12.7011 	12.7619 	12.6188 	11.3728 	10.3812 	10.8049 	20.4109 
S,4100,4141901,GJ_GCV,I_TAX,EUR,CZ	: 	15.1113 	18.2522 	21.0187 	19.9823 	19.6196 	20.5834 	22.0641 	24.2165 	26.2469 	26.2014 	26.2612 	26.9340 	25.1006 	23.7495 	23.9244 	24.8725 	25.2727 	25.6439 	25.0605 	26.6118 	27.4781 	29.5790 	29.2447 	30.9373 	31.0924 	30.0860 	29.5206 	29.6712 	29.2531 
S,4100,4141901,GJ_GCV,I_TAX,EUR,DE	: 	25.9800 	26.2200 	30.1900 	27.8800 	26.2500 	25.3800 	28.2500 	28.5100 	29.1400 	28.8800 	29.2200 	29.6500 	30.9000 	30.8500 	29.5400 	30.2200 	29.4500 	30.3200 	28.2500 	28.8400 	28.1870 	28.3148 	28.4216 	29.9097 	21.9335 	23.0313 	23.0728 	22.9792 	25.1611 
S,4100,4141901,GJ_GCV,I_TAX,EUR,DK	22.6474 	24.5874 	26.6286 	27.2065 	22.2989 	23.6401 	26.4979 	26.8147 	28.6448 	28.5862 	27.2187 	26.5285 	27.5854 	27.1403 	25.2216 	24.3822 	30.3620 	29.2833 	27.9565 	28.6426 	28.9231 	28.7107 	28.3959 	29.5051 	31.2137 	27.8935 	27.8079 	28.3736 	31.5078 	42.8521 
S,4100,4141901,GJ_GCV,I_TAX,EUR,EA	22.3650 	23.9777 	23.8256 	28.0805 	25.5991 	25.0153 	23.4810 	27.9344 	25.7796 	30.2477 	27.2764 	32.5368 	28.7829 	33.5785 	30.1378 	34.2436 	28.9720 	33.7758 	28.7586 	32.3837 	28.0890 	33.0865 	28.6858 	34.6797 	30.4602 	32.3137 	27.4962 	31.8162 	26.5848 	34.7054 
S,4100,4141901,GJ_GCV,I_TAX,EUR,EE	: 	10.7211 	10.8941 	11.3406 	11.2987 	10.4182 	10.9148 	14.2668 	14.6400 	16.5100 	16.5700 	17.6000 	18.6200 	16.4300 	16.3300 	15.2300 	15.1500 	11.5100 	10.1400 	10.0400 	14.0265 	14.0090 	13.0527 	13.7137 	14.4918 	14.4108 	14.0588 	13.3248 	13.9648 	17.9692 
S,4100,4141901,GJ_GCV,I_TAX,EUR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.6900 	24.6700 	37.6200 	23.4400 	32.1500 	22.1700 	32.2300 	18.7800 	28.3400 	18.5500 p	: c	17.1900 e	21.7080 	17.6931 	19.9817 	16.7678 	20.8556 	15.3074 	29.6824 
S,4100,4141901,GJ_GCV,I_TAX,EUR,ES	: 	19.3170 	19.6510 	21.6700 	20.4600 	19.0450 	18.9204 	19.0669 	19.0200 	19.0800 	22.5400 	29.3100 	25.0000 	30.5500 	26.5100 	33.9200 	25.6300 	32.8500 	23.9100 	30.3500 	23.3500 	32.1916 	24.3451 	31.9239 	26.2208 	32.7313 	25.8005 	32.7710 	25.3563 	37.3682 
S,4100,4141901,GJ_GCV,I_TAX,EUR,EU27_2020	22.1009 	22.3620 	22.4108 	26.3300 	23.9933 	23.5470 	22.4092 	26.3499 	24.4563 	28.2953 	25.6904 	30.3995 	27.1677 	31.1958 	27.9722 	31.4951 	27.1066 	31.1774 	26.8209 	29.8537 	26.1202 	30.3613 	26.6995 	31.7958 	28.2447 	29.7813 	25.5899 	29.2020 	24.5759 	31.7438 
S,4100,4141901,GJ_GCV,I_TAX,EUR,FR	: 	26.1100 	25.1600 	31.2310 	27.5500 	31.9000 	27.2600 	32.0600 	30.7300 	36.2100 	31.0600 	37.2900 	33.6500 	40.0600 	36.5700 	42.0100 	35.3700 	41.3000 	35.6100 	40.7800 	36.1464 	41.2742 	37.8392 	45.2650 	40.5675 	38.9680 	35.7456 	36.7331 	33.4773 	39.1659 
S,4100,4141901,GJ_GCV,I_TAX,EUR,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.3409 	4.3530 	4.4128 	4.1377 	4.0439 	3.5095 	3.3405 	3.8509 
S,4100,4141901,GJ_GCV,I_TAX,EUR,HR	8.1984 	7.6045 	7.5924 	7.7031 	8.8591 	9.1021 	10.6326 	10.5447 	10.4211 	10.3224 	10.6438 	12.7101 	13.0472 	13.1322 	13.3687 	14.9252 	15.3593 	15.2661 	14.2843 	12.7318 	12.2259 	12.8117 	12.6512 	12.7595 	12.8328 	13.9935 	12.7831 	13.1909 	11.9158 	12.1796 
S,4100,4141901,GJ_GCV,I_TAX,EUR,HU	: 	10.5596 	11.4332 	13.7110 	13.4528 	14.2936 	15.8694 	16.7742 	16.6303 	17.3642 	14.0680 	15.6644 	12.9892 	13.0066 	11.1229 	10.4794 	10.5806 	10.3399 	9.8214 	10.0259 	10.1312 	10.1265 	9.9527 	9.6387 	9.6022 	9.2919 	8.8613 	8.5594 	8.5121 	8.4695 
S,4100,4141901,GJ_GCV,I_TAX,EUR,IE	: 	30.1300 	19.0200 	19.7000 	19.2000 	17.5600 	15.2400 	16.6600 	15.5200 	19.9600 	18.8400 	21.4500 	19.7800 	24.7600 	21.1200 	25.0100 	20.7900 	24.6000 	20.2700 	23.0400 	19.8000 	22.3624 	19.2820 	26.1410 	20.3037 	25.2872 	20.9153 	23.3706 	19.4419 	27.7831 
S,4100,4141901,GJ_GCV,I_TAX,EUR,IT	18.4900 	18.9920 	18.5450 	23.7200 	20.7780 	18.0990 	18.4410 	27.8200 	21.2300 	30.3500 	23.9000 	34.7400 	25.9700 	34.0000 	27.6400 	38.0500 	26.2200 	36.3900 	25.3800 	35.0100 p	23.8000 	35.5727 	24.7277 	38.1831 	25.9184 	41.0297 	26.1123 	39.3148 	25.1735 	42.7989 
S,4100,4141901,GJ_GCV,I_TAX,EUR,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36.7596 	40.2815 	46.4036 	47.6566 	49.2678 	51.6715 	46.7529 	60.2198 	35.3286 	63.8533 	40.2978 	54.4074 	50.6881 	51.7659 	62.5775 	49.0605 
S,4100,4141901,GJ_GCV,I_TAX,EUR,LT	: 	9.9993 	14.1577 	15.1576 	19.2255 	17.1978 	17.4744 	19.1536 	18.4546 	20.7658 	20.9772 	24.0993 	24.6467 	23.4447 	23.3086 	20.9714 	21.4200 	20.7300 	20.7400 	18.8800 	18.6100 	19.8170 	17.5329 	18.5433 	20.4825 	17.7076 	14.3254 	11.5820 	15.8238 	19.1542 
S,4100,4141901,GJ_GCV,I_TAX,EUR,LU	: 	14.7600 	13.8800 	18.3600 	20.8200 	20.3800 	14.0400 	15.3700 	18.7800 	20.1000 	16.2900 	19.7300 	22.5300 	18.1200 	19.2300 	17.6700 	16.4700 	16.6300 	14.6000 	13.6800 	12.3800 	11.7500 	11.9239 	12.4066 	13.1019 	12.2862 	12.3864 	10.9361 	12.3834 	17.0857 
S,4100,4141901,GJ_GCV,I_TAX,EUR,LV	: 	9.2332 	9.2198 	19.3421 	22.2568 	18.1805 	15.3900 	18.4292 	17.5801 	20.3544 	21.8674 	23.2227 	21.4780 	21.1815 	21.0000 	20.6700 	21.0900 	20.7500 	19.4000 	18.1300 	17.4700 	17.9729 	17.5807 	19.5963 	27.3364 	27.5857 	24.7359 	27.1311 	23.4053 	40.7455 
S,4100,4141901,GJ_GCV,I_TAX,EUR,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.7101 	8.6018 	7.8997 	7.8696 	8.2150 	8.2847 	6.7874 	7.7094 	7.9350 	8.0495 	8.0777 	7.8483 	6.7455 	9.8027 
S,4100,4141901,GJ_GCV,I_TAX,EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.3826 	14.3232 	11.3051 	15.2950 	16.4545 	16.3783 	15.4267 	12.8860 	13.8086 	16.0811 
S,4100,4141901,GJ_GCV,I_TAX,EUR,NL	30.7200 	29.9700 	28.6100 	31.1800 	30.0700 	29.3100 	26.8000 	30.1600 	27.1700 	33.2700 	28.4500 	35.1200 	29.4100 	38.0800 	31.5900 	35.4800 	29.5000 	37.2900 	30.1900 	36.3000 	31.6100 	37.7104 	32.8427 	40.1085 	35.8744 	42.2078 	38.9687 	44.5126 	37.4484 	47.1560 
S,4100,4141901,GJ_GCV,I_TAX,EUR,PL	: 	14.3252 	15.3804 	17.9986 	14.4094 	15.3554 	15.8071 	16.6138 	17.2789 	16.3996 	16.5466 	19.5881 	18.5109 	16.3572 	17.3612 	17.9611 	18.0125 	16.6389 	15.7871 	14.6374 	14.8816 	14.4459 	15.0133 	14.6351 	14.7568 	14.7324 	13.7593 	13.0393 	12.0033 	13.7360 
S,4100,4141901,GJ_GCV,I_TAX,EUR,PT	: 	23.1446 	22.5200 	22.4760 	21.9100 	21.5661 	20.5020 	22.9120 	21.8500 	25.9500 	26.5400 	30.0100 	29.3400 	32.2900 	31.6800 	34.8800 	32.9000 	32.7800 	30.5900 	28.0300 	26.3000 	27.3609 	25.7565 	27.0880 	25.8360 	26.5818 	26.4969 	26.3636 	25.4854 	26.5296 
S,4100,4141901,GJ_GCV,I_TAX,EUR,RO	: 	9.6178 	9.2451 	9.4192 	8.1871 	7.5005 	7.6795 	7.7709 	7.9435 	7.7159 	7.5536 	7.6450 	7.9546 	8.5631 	8.6314 	8.9216 	8.7390 	9.5855 	9.3249 	9.0776 	8.5602 e	8.7345 e	8.9730 e	9.8320 e	9.6737 e	9.3737 	9.1605 e	9.0527 	8.9208 e	13.9753 e
S,4100,4141901,GJ_GCV,I_TAX,EUR,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.6852 	15.4904 	14.1552 	15.2959 	14.9730 	13.8884 	12.3969 	11.4096 	10.7440 	11.9550 	11.1874 	11.8354 	11.1017 	12.1213 	10.8567 	11.9371 	11.2653 	11.7455 
S,4100,4141901,GJ_GCV,I_TAX,EUR,SE	35.9598 	30.0628 	30.0491 	39.9497 	34.0905 	39.2404 	41.6750 	46.1335 	48.5495 	50.3803 	51.8783 	57.4907 	49.6387 	46.6058 	46.4224 	48.3195 	47.3000 	52.0578 	45.8557 	51.1760 	46.3619 	49.6886 	47.6314 	54.0710 	60.0947 	59.3143 	54.0987 e	44.1246 e	78.8244 e	107.3877 e
S,4100,4141901,GJ_GCV,I_TAX,EUR,SI	: 	17.3600 	18.9100 	24.8800 	22.3900 	21.2700 	19.7459 	20.5680 	22.2600 	24.7800 	26.8700 	26.4900 	23.0200 	18.8500 	22.6400 	18.4200 	20.7100 	19.2900 	19.2200 	18.5400 	16.7500 	15.7530 	16.8007 	16.7867 	17.2252 	16.5617 	18.0856 	16.2228 	16.3101 	17.6166 
S,4100,4141901,GJ_GCV,I_TAX,EUR,SK	: 	22.5685 	25.8292 	27.2332 	27.7840 	27.5970 	26.9820 	26.8090 	27.5300 	28.1700 	27.9800 	27.6700 	28.1200 	29.0100 	28.2500 	28.8200 	28.9500 	28.8800 	28.0900 	27.5500 	26.8900 	27.8202 	27.1520 	29.3950 	33.6290 	34.2360 	32.8380 	33.9180 	31.7630 	33.1430 
S,4100,4141901,GJ_GCV,I_TAX,EUR,TR	: 	9.0861 	9.1479 	13.2443 	11.1511 	8.4021 	9.1179 	9.2586 	8.3948 	8.3986 	9.4706 	11.5334 	11.2530 	10.2445 	9.3421 	10.4873 	10.5785 	9.7741 	9.4816 	8.4999 	7.4229 	6.8857 	6.0638 	5.9190 	5.6163 	7.3870 	6.7816 	5.5670 	5.4229 	5.2492 
S,4100,4141901,GJ_GCV,I_TAX,EUR,UA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.0423 	6.6002 	6.4294 	6.0408 	5.7928 	6.9038 	7.5804 	6.3403 	4.8702 	6.3450 	6.8525 	: 
S,4100,4141901,GJ_GCV,I_TAX,EUR,UK	: 	10.7405 	12.3148 	14.0921 	13.2691 	13.1848 	12.7265 	13.2054 	13.4861 	16.5084 	16.4796 	18.8376 	16.7130 	21.4125 	22.1603 	26.9381 	23.1766 	27.1506 	21.1540 	22.9345 	17.6504 	20.0978 	16.9587 	22.0229 	19.3975 	25.1665 	20.0169 	: 	: 	: 
S,4100,4141901,GJ_GCV,I_TAX,NAC,AT	: 	20.9300 	20.2600 	20.9000 	21.8200 	21.0500 	20.9900 	20.4500 	23.1300 	24.2900 	25.5200 	25.5300 	25.4900 	25.1000 	25.0500 	24.6400 	24.4200 	23.9200 	23.7200 	23.2400 	23.2400 	30.1151 	27.1400 	28.8867 	26.7767 	28.6067 	27.1584 	28.1567 	26.9967 	29.3566 
S,4100,4141901,GJ_GCV,I_TAX,NAC,BA	: 	: 	: 	: 	: 	: 	: 	: 	24.6000 	29.2000 	30.2000 	30.2000 	30.2000 	27.9000 	27.9000 	27.9000 	27.9000 	27.9000 	21.2400 	18.2500 	16.6900 	17.7570 	17.6929 	17.6989 	18.2105 	18.0963 	20.3123 	18.7718 	17.4294 	19.7658 
S,4100,4141901,GJ_GCV,I_TAX,NAC,BE	: 	21.4800 	23.8800 	28.1300 	24.4400 	21.9200 	22.1700 	23.7200 	24.2600 	26.7100 	26.0000 	28.5600 	25.6600 	24.8600 	23.9600 	25.8000 	22.0500 	25.2100 	20.8700 	21.9000 	20.2584 	22.0986 	21.1042 	25.0309 	21.5996 	24.7261 	18.4296 	19.3907 	17.7782 	24.9354 
S,4100,4141901,GJ_GCV,I_TAX,NAC,BG	: 	16.6500 	17.5900 	22.6700 	25.8900 	18.3600 	19.7400 	22.9426 	23.2000 	25.0500 	26.9300 	30.1200 	27.0100 	29.9600 	26.2200 	28.0700 	26.7400 	23.4600 	21.1600 	18.2800 	18.8900 	22.1366 	21.3361 	24.8409 	24.9597 	24.6798 	22.2429 	20.3036 	21.1322 	39.9197 
S,4100,4141901,GJ_GCV,I_TAX,NAC,CZ	: 	413.8000 	459.9000 	519.5500 	542.3200 	505.4000 	529.6000 	548.4800 	589.6600 	651.7500 	659.6600 	659.8000 	692.1500 	659.0300 	651.7800 	660.9000 	684.0300 	684.0300 	693.4100 	677.3600 	712.6100 	710.7900 	754.2800 	754.2500 	794.6100 	797.6900 	792.6000 	784.4500 	767.1200 	744.1100 
S,4100,4141901,GJ_GCV,I_TAX,NAC,DE	: 	25.9800 	26.2200 	30.1900 	27.8800 	26.2500 	25.3800 	28.2500 	28.5100 	29.1400 	28.8800 	29.2200 	29.6500 	30.9000 	30.8500 	29.5400 	30.2200 	29.4500 	30.3200 	28.2500 	28.8400 	28.1870 	28.3148 	28.4216 	29.9097 	21.9335 	23.0313 	23.0728 	22.9792 	25.1611 
S,4100,4141901,GJ_GCV,I_TAX,NAC,DK	168.7500 	183.1800 	198.5600 	202.8300 	166.1100 	175.9600 	197.2000 	199.8300 	213.5800 	212.8300 	202.3700 	197.7000 	205.7100 	202.4300 	188.2200 	181.5800 	226.3850 	218.4857 	208.2748 	213.1210 	215.0967 	213.6206 	211.4814 	220.0683 	233.0133 	208.2818 	207.5779 	211.2119 	234.3187 	318.6996 
S,4100,4141901,GJ_GCV,I_TAX,NAC,EA	: 	24.0800 	23.8600 	28.1900 	25.6500 	25.0700 	23.5300 	28.0100 	25.7900 	30.2700 	27.2900 	32.5900 	28.7700 	33.5800 	30.1700 	34.3100 	28.9300 	33.7500 	28.6400 	32.4300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
S,4100,4141901,GJ_GCV,I_TAX,NAC,EE	: 	167.7480 	170.4560 	177.4420 	176.7870 	163.0100 	170.7800 	223.2262 	14.6400 	16.5100 	16.5700 	17.6000 	18.6200 	16.4300 	16.3300 	15.2300 	15.1500 	11.5100 	10.1400 	10.0400 	14.0265 	14.0090 	13.0527 	13.7137 	14.4918 	14.4108 	14.0588 	13.3248 	13.9648 	17.9692 
S,4100,4141901,GJ_GCV,I_TAX,NAC,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.6900 	24.6700 	37.6200 	23.4400 	32.1500 	22.1700 	32.2300 	18.7800 	28.3400 	18.5500 p	: c	17.1900 e	21.7080 	17.6931 	19.9817 	16.7678 	20.8556 	15.3074 	29.6824 
S,4100,4141901,GJ_GCV,I_TAX,NAC,ES	: 	19.3170 	19.6510 	21.6700 	20.4600 	19.0450 	18.9204 	19.0669 	19.0200 	19.0800 	22.5400 	29.3100 	25.0000 	30.5500 	26.5100 	33.9200 	25.6300 	32.8500 	23.9100 	30.3500 	23.3500 	32.1916 	24.3451 	31.9239 	26.2208 	32.7313 	25.8005 	32.7710 	25.3563 	37.3682 
S,4100,4141901,GJ_GCV,I_TAX,NAC,FR	: 	26.1100 	25.1600 	31.2310 	27.5500 	31.9000 	27.2600 	32.0600 	30.7300 	36.2100 	31.0600 	37.2900 	33.6500 	40.0600 	36.5700 	42.0100 	35.3700 	41.3000 	35.6100 	40.7800 	36.1464 	41.2742 	37.8392 	45.2650 	40.5675 	38.9680 	35.7456 	36.7331 	33.4773 	39.1659 
S,4100,4141901,GJ_GCV,I_TAX,NAC,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.9610 	13.0445 	13.4792 	13.4653 	13.5075 	13.2000 	13.3713 	13.9720 
S,4100,4141901,GJ_GCV,I_TAX,NAC,HR	60.3200 	55.6500 	55.2000 	55.3000 	65.4000 	66.4400 	77.2600 	77.0900 	77.0900 	77.2100 	80.2800 	95.3400 	98.7700 	99.6400 	101.9300 	114.0900 	117.1500 	116.0300 	108.0000 	95.5900 	91.0600 	95.8250 	93.8438 	94.6563 	95.2188 	103.7813 	96.3125 	99.5000 	89.9688 	91.4375 
S,4100,4141901,GJ_GCV,I_TAX,NAC,HU	: 	2664.6000 	2900.2700 	3423.8300 	3900.6336 	3875.2000 	4311.4800 	4681.7600 	4480.6100 	5023.1900 	4155.8900 	4435.3800 	3845.0100 	3871.9900 	3413.8300 	3252.6400 	3253.4900 	3229.9200 	3071.1000 	3109.8400 	3134.8600 	3129.1877 	3126.2885 	3118.6640 	3076.9308 	3066.4687 	3060.3539 	3056.0116 	3046.3060 	3041.6198 
S,4100,4141901,GJ_GCV,I_TAX,NAC,IE	: 	30.1300 	19.0200 	19.7000 	19.2000 	17.5600 	15.2400 	16.6600 	15.5200 	19.9600 	18.8400 	21.4500 	19.7800 	24.7600 	21.1200 	25.0100 	20.7900 	24.6000 	20.2700 	23.0400 	19.8000 	22.3624 	19.2820 	26.1410 	20.3037 	25.2872 	20.9153 	23.3706 	19.4419 	27.7831 
S,4100,4141901,GJ_GCV,I_TAX,NAC,IT	18.4900 	18.9920 	18.5450 	23.7200 	20.7780 	18.0990 	18.4410 	27.8200 	21.2300 	30.3500 	23.9000 	34.7400 	25.9700 	34.0000 	27.6400 	38.0500 	26.2200 	36.3900 	25.3800 	35.0100 p	23.8000 	35.5727 	24.7277 	38.1831 	25.9184 	41.0297 	26.1123 	39.3148 	25.1735 	42.7989 
S,4100,4141901,GJ_GCV,I_TAX,NAC,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44.9000 	48.6600 	49.0300 	51.4000 	54.0000 	56.0300 	50.3435 	69.0541 	41.3256 	72.8247 	45.5144 	59.6360 	53.9372 	56.1453 	68.4942 	52.4138 
S,4100,4141901,GJ_GCV,I_TAX,NAC,LT	: 	34.5257 	48.8836 	52.3362 	66.3817 	59.3804 	60.3356 	66.1337 	63.7200 	71.7000 	72.4300 	83.2100 	85.1000 	80.9500 	80.4800 	72.4100 	21.4200 	20.7300 	20.7400 	18.8800 	18.6100 	19.8170 	17.5329 	18.5433 	20.4825 	17.7076 	14.3254 	11.5820 	15.8238 	19.1542 
S,4100,4141901,GJ_GCV,I_TAX,NAC,LU	: 	14.7600 	13.8800 	18.3600 	20.8200 	20.3800 	14.0400 	15.3700 	18.7800 	20.1000 	16.2900 	19.7300 	22.5300 	18.1200 	19.2300 	17.6700 	16.4700 	16.6300 	14.6000 	13.6800 	12.3800 	11.7500 	11.9239 	12.4066 	13.1019 	12.2862 	12.3864 	10.9361 	12.3834 	17.0857 
S,4100,4141901,GJ_GCV,I_TAX,NAC,LV	: 	6.4600 	6.4400 	13.6700 	15.7200 	12.8200 	10.9000 	13.0700 	12.4300 	14.3600 	15.2700 	16.1700 	15.0400 	14.8800 	21.0000 	20.6700 	21.0900 	20.7500 	19.4000 	18.1300 	17.4700 	17.9729 	17.5807 	19.5963 	27.3364 	27.5857 	24.7359 	27.1311 	23.4053 	40.7455 
S,4100,4141901,GJ_GCV,I_TAX,NAC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	175.8700 	185.7400 	175.6600 	172.1500 	171.8300 	171.8344 	137.2714 	150.1028 	157.2371 	157.2468 	157.2375 	157.1119 	143.6261 	201.5934 
S,4100,4141901,GJ_GCV,I_TAX,NAC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	824.4600 	881.5104 	695.6040 	940.5362 	1012.1410 	1007.2734 	951.1334 	795.0053 	851.3610 	990.9215 
S,4100,4141901,GJ_GCV,I_TAX,NAC,NL	30.7200 	29.9700 	28.6100 	31.1800 	30.0700 	29.3100 	26.8000 	30.1600 	27.1700 	33.2700 	28.4500 	35.1200 	29.4100 	38.0800 	31.5900 	35.4800 	29.5000 	37.2900 	30.1900 	36.3000 	31.6100 	37.7104 	32.8427 	40.1085 	35.8744 	42.2078 	38.9687 	44.5126 	37.4484 	47.1560 
S,4100,4141901,GJ_GCV,I_TAX,NAC,PL	: 	53.3500 	53.7000 	63.6600 	64.4900 	64.2800 	63.2600 	66.2500 	68.3000 	70.3000 	70.2600 	80.7900 	77.3200 	68.9700 	72.4900 	75.3100 	74.5800 	70.3100 	68.9700 	63.7900 	63.5100 	61.3223 	63.3674 	62.9494 	63.3353 	63.3899 	60.7253 	58.3273 	54.4640 	63.0716 
S,4100,4141901,GJ_GCV,I_TAX,NAC,PT	: 	23.1446 	22.5200 	22.4760 	21.9100 	21.5661 	20.5020 	22.9120 	21.8500 	25.9500 	26.5400 	30.0100 	29.3400 	32.2900 	31.6800 	34.8800 	32.9000 	32.7800 	30.5900 	28.0300 	26.3000 	27.3609 	25.7565 	27.0880 	25.8360 	26.5818 	26.4969 	26.3636 	25.4854 	26.5296 
S,4100,4141901,GJ_GCV,I_TAX,NAC,RO	: 	32.1281 	33.9333 	34.8194 	34.6500 	31.8556 	31.8656 	33.1976 	33.2000 	33.1600 	33.1700 	34.6100 	34.9300 	38.0700 	38.5300 	39.4700 	38.8700 	42.5900 	41.9200 	40.7200 	38.8414 e	40.1835 e	41.7628 e	45.7563 e	45.8715 e	44.5156 	44.1313 e	43.9836 	43.7268 e	69.0434 e
S,4100,4141901,GJ_GCV,I_TAX,NAC,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1531.6900 	1769.9000 	1637.2300 	1817.6900 	1811.6900 	1673.7900 	1523.9600 	1406.5500 	1325.4500 	1427.7983 	1323.4521 	1399.4982 	1311.0678 	1425.7958 	1276.4652 	1403.5771 	1324.5302 	1380.9295 
S,4100,4141901,GJ_GCV,I_TAX,NAC,SE	331.6700 	278.8900 	281.7300 	393.6500 	370.2500 	407.6100 	407.9500 	428.9100 	434.0200 	459.3700 	460.8400 	490.3500 	423.4600 	408.6700 	415.6800 	446.4000 	441.7700 	487.5600 	426.5700 	493.0300 	445.0300 	480.7320 	483.4946 	560.3352 	632.1302 	632.1302 	576.6813 e	455.1873 e	798.5541 e	1091.2098 e
S,4100,4141901,GJ_GCV,I_TAX,NAC,SI	: 	17.3600 	18.9100 	24.8800 	22.3900 	21.2700 	19.7459 	20.5680 	22.2600 	24.7800 	26.8700 	26.4900 	23.0200 	18.8500 	22.6400 	18.4200 	20.7100 	19.2900 	19.2200 	18.5400 	16.7500 	15.7530 	16.8007 	16.7867 	17.2252 	16.5617 	18.0856 	16.2228 	16.3101 	17.6166 
S,4100,4141901,GJ_GCV,I_TAX,NAC,SK	: 	756.0800 	832.6300 	826.0100 	27.7840 	27.5970 	26.9820 	26.8090 	27.5300 	28.1700 	27.9800 	27.6700 	28.1200 	29.0100 	28.2500 	28.8200 	28.9500 	28.8800 	28.0900 	27.5500 	26.8900 	27.8202 	27.1520 	29.3950 	33.6290 	34.2360 	32.8380 	33.9180 	31.7630 	33.1430 
S,4100,4141901,GJ_GCV,I_TAX,NAC,TR	: 	15.8762 	17.2681 	25.4926 	24.0000 	18.2632 	18.4300 	18.2658 	18.5400 	20.7000 	22.1200 	26.4300 	26.7900 	27.4700 	27.7200 	29.8600 	30.2900 	31.0900 	30.9000 	29.1300 	29.2400 	29.6325 	30.0555 	38.1195 	35.7092 	46.9823 	48.5280 	49.7091 	51.6400 	60.1404 
S,4100,4141901,GJ_GCV,I_TAX,NAC,UA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	143.7000 	185.7300 	186.2800 	187.8200 	187.8600 	219.8542 	230.6553 	174.2155 	139.3312 	209.1907 	229.5147 	: 
S,4100,4141901,GJ_GCV,I_TAX,NAC,UK	: 	7.4530 	9.5430 	11.5140 	11.8600 	11.7110 	11.0720 	11.1750 	11.7100 	14.3200 	13.5500 	15.0600 	14.2200 	18.1500 	18.2000 	21.3200 	16.9700 	19.5400 	16.4700 	19.7100 	15.1900 	17.9383 	14.9197 	19.5896 	16.9464 	22.1826 	17.5114 	: 	: 	: 
